original_price,discount_percent,item_category,campaign_type,channel,hour_of_day,day_of_week,days_since_first_event,user_product_view_count,user_product_purchase_count,user_product_interaction_count,user_activity_count,item_popularity,conversion_probability,converted_predicted,user_pseudo_id,item_id
164.03,0,Apparel,Category-Specific,Email,9,Saturday,29,1,0,1,26,58,0.20593712,0,user_1203,item_172
92.03,70,Sports,First-Time Buyer,Push Notification,11,Sunday,49,1,0,1,37,58,0.78080994,1,user_1063,item_317
145.92,0,Beauty,Generic,Push Notification,20,Thursday,19,0,0,0,19,55,0.24980097,0,user_1522,item_584
81.36,30,Grocery,Generic,Referral,8,Friday,55,1,0,1,32,41,0.35457426,0,user_1369,item_34
263.14,70,Grocery,Category-Specific,Push Notification,15,Tuesday,39,0,0,0,19,44,0.7700865,1,user_942,item_144
299.05,50,Electronics,Category-Specific,On-site Banner,9,Tuesday,16,0,0,0,26,51,0.83775806,1,user_1662,item_651
201.52,30,Footwear,Generic,On-site Banner,20,Wednesday,0,0,0,0,16,61,0.28747737,0,user_73,item_685
275.26,20,Automotive,Generic,Push Notification,10,Saturday,48,0,1,1,23,57,0.1766036,0,user_1315,item_248
53.29,10,Automotive,Generic,Social Media,8,Tuesday,33,1,0,1,21,56,0.29192764,0,user_731,item_884
328.78,0,Footwear,Flash Sale,Push Notification,9,Monday,57,1,0,1,23,50,0.1787567,0,user_1632,item_154
70.75,0,Beauty,Category-Specific,Push Notification,19,Tuesday,52,1,0,1,23,52,0.07220724,0,user_1536,item_161
384.25,30,Apparel,Category-Specific,Social Media,11,Monday,51,0,0,0,27,67,0.5731309,1,user_754,item_293
496.06,50,Automotive,Abandoned Cart Recovery,Referral,14,Thursday,43,0,0,0,24,50,0.54424536,1,user_195,item_802
157.41,50,Sports,First-Time Buyer,Referral,12,Wednesday,45,0,0,0,20,42,0.7021759,1,user_1292,item_441
104.28,50,Footwear,First-Time Buyer,On-site Banner,12,Thursday,19,0,0,0,18,50,0.74755216,1,user_1886,item_958
261.81,10,Automotive,Category-Specific,On-site Banner,12,Saturday,0,0,0,0,28,40,0.25459042,0,user_152,item_784
430.64,0,Grocery,Abandoned Cart Recovery,Social Media,15,Thursday,34,0,0,0,25,58,0.36152214,0,user_728,item_861
80.48,10,Sports,First-Time Buyer,Push Notification,21,Tuesday,49,0,1,1,28,64,0.43963644,0,user_1354,item_393
478.25,70,Apparel,Category-Specific,Push Notification,13,Saturday,14,1,0,1,30,50,0.78822136,1,user_1393,item_686
310.53,20,Automotive,Generic,Push Notification,8,Sunday,10,0,0,0,27,58,0.37013382,0,user_108,item_739
403.62,50,Automotive,First-Time Buyer,Referral,17,Wednesday,32,1,0,1,19,53,0.6411875,1,user_470,item_552
348.89,10,Books,First-Time Buyer,Referral,12,Monday,38,1,0,1,26,50,0.22522825,0,user_201,item_519
67.05,20,Apparel,Category-Specific,Referral,15,Saturday,16,1,0,1,23,47,0.3393333,0,user_167,item_899
245.42,10,Electronics,Category-Specific,Referral,17,Thursday,12,0,0,0,32,44,0.48875126,0,user_580,item_749
373.16,20,Automotive,Category-Specific,Social Media,8,Tuesday,49,1,0,1,23,55,0.50625277,1,user_713,item_522
456.58,0,Grocery,First-Time Buyer,Referral,12,Saturday,57,0,0,0,24,44,0.503868,1,user_1127,item_723
97.48,0,Toys,First-Time Buyer,Push Notification,11,Friday,53,1,0,1,14,67,0.08142505,0,user_641,item_69
168.32,30,Beauty,Flash Sale,On-site Banner,16,Monday,38,0,1,1,25,56,0.2604404,0,user_540,item_838
451.49,10,Beauty,Category-Specific,On-site Banner,16,Sunday,51,1,0,1,27,58,0.26269883,0,user_459,item_744
421.58,50,Toys,Abandoned Cart Recovery,On-site Banner,8,Wednesday,46,0,0,0,33,48,0.6474774,1,user_1241,item_807
22.22,10,Apparel,Category-Specific,Social Media,16,Saturday,42,0,0,0,24,49,0.3112895,0,user_1378,item_616
168.0,30,Beauty,First-Time Buyer,Referral,9,Tuesday,18,0,0,0,25,53,0.21464176,0,user_1028,item_236
476.98,10,Apparel,Category-Specific,Referral,8,Sunday,30,0,0,0,28,52,0.52344364,1,user_141,item_733
493.86,0,Automotive,Category-Specific,Push Notification,9,Saturday,15,0,1,1,32,52,0.16630577,0,user_1869,item_733
181.72,30,Apparel,Category-Specific,Email,17,Monday,45,1,0,1,27,57,0.23819444,0,user_869,item_388
120.17,10,Books,Abandoned Cart Recovery,Social Media,17,Wednesday,10,0,0,0,24,40,0.49565932,0,user_1825,item_135
291.2,30,Apparel,Category-Specific,Social Media,16,Friday,8,0,0,0,24,63,0.5146215,1,user_1444,item_763
254.79,10,Electronics,Category-Specific,On-site Banner,15,Thursday,3,0,0,0,42,53,0.28222054,0,user_569,item_642
191.75,70,Books,Generic,Social Media,19,Monday,7,0,0,0,29,55,0.5164735,1,user_745,item_943
93.66,20,Grocery,First-Time Buyer,On-site Banner,12,Wednesday,29,0,1,1,16,39,0.05942049,0,user_227,item_956
330.69,0,Automotive,Abandoned Cart Recovery,Push Notification,15,Wednesday,32,0,0,0,24,53,0.31645188,0,user_1264,item_236
32.97,30,Footwear,Abandoned Cart Recovery,On-site Banner,17,Friday,33,0,1,1,32,70,0.066966996,0,user_456,item_275
393.6,20,Electronics,Category-Specific,On-site Banner,17,Saturday,36,0,0,0,30,53,0.33759978,0,user_1248,item_368
200.98,20,Electronics,Category-Specific,Social Media,15,Wednesday,33,0,0,0,22,56,0.4352976,0,user_1348,item_473
61.5,0,Footwear,Abandoned Cart Recovery,Referral,17,Wednesday,19,1,0,1,24,37,0.5721956,1,user_1682,item_506
64.41,30,Electronics,Category-Specific,On-site Banner,14,Thursday,11,1,0,1,32,65,0.36933428,0,user_456,item_450
21.34,20,Home,Abandoned Cart Recovery,Referral,18,Monday,30,0,0,0,29,56,0.31674364,0,user_1505,item_757
461.46,10,Grocery,Generic,Referral,14,Tuesday,18,0,0,0,27,47,0.53666323,1,user_1491,item_469
436.65,10,Books,Abandoned Cart Recovery,On-site Banner,21,Tuesday,25,0,0,0,35,57,0.24321878,0,user_178,item_520
369.08,50,Toys,Abandoned Cart Recovery,Email,14,Sunday,56,0,0,0,19,70,0.6615916,1,user_1383,item_275
275.93,10,Footwear,Abandoned Cart Recovery,Social Media,14,Wednesday,44,0,0,0,28,49,0.43629894,0,user_1891,item_788
172.52,20,Toys,Generic,Push Notification,17,Friday,42,1,0,1,31,44,0.22839011,0,user_118,item_227
184.0,30,Grocery,Flash Sale,Social Media,9,Friday,6,1,0,1,26,45,0.5542067,1,user_490,item_321
46.23,20,Electronics,Category-Specific,Referral,10,Tuesday,44,0,0,0,32,51,0.3253196,0,user_165,item_664
126.12,10,Sports,Abandoned Cart Recovery,Push Notification,11,Saturday,11,1,0,1,25,52,0.4431339,0,user_864,item_352
231.29,50,Toys,Abandoned Cart Recovery,Referral,17,Tuesday,43,0,0,0,21,54,0.6693822,1,user_355,item_465
358.0,50,Books,First-Time Buyer,Referral,21,Monday,45,1,0,1,25,59,0.7755356,1,user_113,item_424
56.62,50,Home,Flash Sale,Push Notification,10,Wednesday,40,1,0,1,27,59,0.7224852,1,user_1040,item_766
194.51,20,Automotive,Abandoned Cart Recovery,Referral,21,Thursday,45,0,1,1,23,59,0.38464567,0,user_785,item_766
284.58,30,Books,Abandoned Cart Recovery,Social Media,18,Monday,51,0,0,0,21,41,0.4663451,0,user_1658,item_380
247.46,10,Apparel,Category-Specific,Referral,20,Tuesday,25,1,0,1,20,47,0.48751804,0,user_180,item_717
34.26,70,Sports,Abandoned Cart Recovery,Push Notification,9,Monday,51,0,0,0,39,46,0.29545066,0,user_1364,item_860
332.37,50,Electronics,Category-Specific,On-site Banner,13,Sunday,55,1,0,1,26,49,0.73492205,1,user_1231,item_210
291.76,30,Home,Abandoned Cart Recovery,On-site Banner,13,Monday,56,1,0,1,33,45,0.25995383,0,user_964,item_67
224.09,30,Footwear,Flash Sale,Social Media,13,Saturday,8,1,0,1,34,55,0.2670094,0,user_175,item_214
153.65,10,Sports,Abandoned Cart Recovery,Push Notification,14,Sunday,13,1,0,1,29,52,0.40260535,0,user_1629,item_78
324.19,50,Automotive,Generic,Email,17,Thursday,44,0,1,1,31,45,0.6135805,1,user_558,item_401
379.14,50,Sports,Abandoned Cart Recovery,Referral,19,Monday,28,0,0,0,26,53,0.75450283,1,user_237,item_642
202.96,30,Home,Generic,Email,21,Wednesday,17,0,0,0,18,57,0.16126053,0,user_1404,item_770
181.25,0,Grocery,Category-Specific,Referral,20,Wednesday,39,0,0,0,22,43,0.31995356,0,user_1912,item_435
451.29,10,Electronics,Category-Specific,Email,8,Saturday,28,1,0,1,28,54,0.30924988,0,user_976,item_568
362.09,70,Grocery,Generic,On-site Banner,13,Saturday,42,1,0,1,27,37,0.82293844,1,user_244,item_66
400.89,70,Electronics,Category-Specific,On-site Banner,13,Wednesday,12,1,0,1,29,50,0.86562926,1,user_1277,item_439
159.58,30,Books,Flash Sale,Push Notification,12,Sunday,49,0,1,1,20,52,0.6732502,1,user_1020,item_733
61.11,0,Grocery,First-Time Buyer,Push Notification,12,Sunday,40,1,0,1,24,45,0.086435564,0,user_647,item_608
288.03,50,Grocery,Flash Sale,On-site Banner,21,Wednesday,5,0,0,0,14,57,0.6909839,1,user_1583,item_328
159.75,50,Toys,Abandoned Cart Recovery,On-site Banner,17,Friday,54,0,0,0,15,52,0.8963094,1,user_1966,item_44
323.06,50,Home,First-Time Buyer,Push Notification,17,Wednesday,26,0,0,0,31,66,0.7054549,1,user_1030,item_670
37.74,20,Toys,First-Time Buyer,Email,8,Saturday,26,0,0,0,12,42,0.22312324,0,user_1967,item_536
402.17,10,Electronics,Category-Specific,Push Notification,17,Friday,9,0,0,0,21,59,0.29226148,0,user_338,item_415
407.92,30,Automotive,Generic,Social Media,20,Wednesday,32,1,0,1,28,52,0.3330874,0,user_6,item_559
129.63,30,Automotive,Abandoned Cart Recovery,Social Media,19,Tuesday,27,1,0,1,16,50,0.21138956,0,user_73,item_428
27.71,0,Apparel,Category-Specific,On-site Banner,21,Tuesday,11,1,0,1,27,46,0.07481167,0,user_1027,item_830
128.38,0,Beauty,Category-Specific,Push Notification,14,Saturday,38,1,0,1,24,57,0.404038,0,user_708,item_787
413.24,20,Toys,Generic,Social Media,17,Wednesday,5,0,0,0,26,41,0.55957747,1,user_229,item_764
302.3,0,Electronics,Category-Specific,Referral,20,Friday,52,0,0,0,22,63,0.2745798,0,user_43,item_247
292.64,50,Books,Flash Sale,Social Media,10,Monday,57,0,0,0,37,54,0.47309422,0,user_28,item_109
141.7,20,Automotive,Generic,Push Notification,8,Monday,0,0,0,0,28,58,0.67485756,1,user_208,item_172
485.16,50,Toys,First-Time Buyer,Push Notification,14,Wednesday,23,0,0,0,26,45,0.7753897,1,user_575,item_608
383.98,50,Sports,Category-Specific,Push Notification,20,Thursday,36,1,0,1,24,59,0.7886023,1,user_962,item_425
297.51,30,Apparel,Category-Specific,On-site Banner,14,Thursday,28,1,0,1,26,60,0.5974473,1,user_1304,item_285
476.55,30,Home,Abandoned Cart Recovery,Referral,12,Saturday,22,0,0,0,29,57,0.3744867,0,user_110,item_218
347.17,0,Books,Flash Sale,Social Media,9,Saturday,20,0,1,1,29,49,0.22263561,0,user_1114,item_28
216.51,30,Sports,First-Time Buyer,On-site Banner,15,Sunday,56,0,0,0,28,63,0.1607712,0,user_1021,item_989
382.38,50,Sports,First-Time Buyer,Push Notification,16,Thursday,19,1,0,1,27,43,0.8084376,1,user_674,item_866
48.93,50,Sports,Flash Sale,Email,14,Wednesday,33,0,0,0,26,45,0.7181697,1,user_715,item_51
310.84,20,Grocery,Flash Sale,On-site Banner,11,Thursday,41,0,1,1,24,46,0.27586782,0,user_1280,item_830
33.52,10,Home,Category-Specific,Email,10,Tuesday,4,0,0,0,26,57,0.2589793,0,user_201,item_940
109.39,20,Electronics,Category-Specific,On-site Banner,11,Wednesday,45,0,0,0,20,63,0.2008709,0,user_629,item_703
365.99,10,Beauty,Flash Sale,Email,8,Friday,27,0,0,0,31,42,0.39905885,0,user_542,item_441
245.23,20,Apparel,Category-Specific,Push Notification,12,Friday,34,0,1,1,32,55,0.36752352,0,user_580,item_792
64.78,30,Automotive,Generic,Email,20,Sunday,0,1,0,1,26,52,0.15731055,0,user_1662,item_134
55.65,10,Grocery,Category-Specific,Email,21,Wednesday,46,0,0,0,33,52,0.118237965,0,user_298,item_721
289.22,20,Beauty,First-Time Buyer,On-site Banner,12,Saturday,38,0,1,1,33,41,0.59866697,1,user_339,item_776
443.82,0,Home,Category-Specific,Push Notification,8,Sunday,20,1,0,1,26,61,0.31903195,0,user_1790,item_62
42.04,10,Home,First-Time Buyer,Push Notification,8,Thursday,20,0,0,0,28,63,0.3966974,0,user_1553,item_763
79.62,30,Toys,Generic,On-site Banner,8,Tuesday,8,1,0,1,23,46,0.2233283,0,user_182,item_374
204.54,0,Sports,Abandoned Cart Recovery,On-site Banner,12,Sunday,22,1,0,1,26,46,0.42834145,0,user_469,item_518
257.79,30,Beauty,Abandoned Cart Recovery,Referral,20,Monday,13,1,0,1,25,64,0.33252105,0,user_1110,item_152
170.52,30,Toys,First-Time Buyer,Referral,12,Monday,3,1,0,1,30,48,0.160822,0,user_1623,item_268
439.62,0,Books,Flash Sale,Email,18,Tuesday,15,1,0,1,23,57,0.2280177,0,user_274,item_550
310.71,20,Apparel,Category-Specific,On-site Banner,18,Tuesday,17,0,0,0,31,51,0.33996692,0,user_542,item_835
281.08,50,Sports,Flash Sale,Email,14,Tuesday,45,1,0,1,40,56,0.73454744,1,user_207,item_375
344.39,10,Apparel,Category-Specific,On-site Banner,14,Wednesday,4,0,0,0,28,54,0.34641758,0,user_1981,item_100
446.21,10,Home,Flash Sale,Social Media,8,Monday,22,1,0,1,18,43,0.539444,1,user_932,item_60
28.44,10,Books,Abandoned Cart Recovery,Push Notification,12,Friday,18,1,0,1,24,55,0.293762,0,user_1169,item_792
476.3,50,Footwear,First-Time Buyer,Social Media,18,Wednesday,25,0,0,0,23,61,0.32926184,0,user_774,item_685
439.54,50,Beauty,Category-Specific,Email,21,Saturday,22,0,0,0,23,51,0.4720739,0,user_287,item_560
405.55,30,Grocery,First-Time Buyer,Push Notification,17,Saturday,14,1,0,1,30,48,0.43682176,0,user_1989,item_390
46.54,30,Beauty,Flash Sale,Email,9,Sunday,56,0,1,1,32,50,0.27570587,0,user_948,item_136
133.47,0,Apparel,Category-Specific,On-site Banner,18,Wednesday,32,0,0,0,25,61,0.20593667,0,user_1182,item_464
177.83,30,Automotive,First-Time Buyer,Email,21,Friday,4,1,0,1,21,48,0.34289607,0,user_1626,item_688
294.87,20,Automotive,Flash Sale,Push Notification,14,Tuesday,24,1,0,1,33,48,0.30540916,0,user_1581,item_555
427.29,20,Apparel,Category-Specific,On-site Banner,19,Sunday,49,1,0,1,15,58,0.58851796,1,user_717,item_8
275.32,20,Books,Flash Sale,Referral,9,Friday,35,1,0,1,29,46,0.26267636,0,user_1065,item_409
266.36,10,Toys,Abandoned Cart Recovery,Email,21,Saturday,42,0,0,0,21,67,0.31085643,0,user_1610,item_293
159.23,50,Grocery,First-Time Buyer,Email,14,Friday,12,0,0,0,25,63,0.81699044,1,user_1168,item_570
470.17,0,Beauty,Abandoned Cart Recovery,On-site Banner,9,Tuesday,15,1,0,1,27,37,0.18515334,0,user_603,item_442
20.23,10,Electronics,Category-Specific,Email,8,Saturday,31,0,0,0,20,48,0.5476435,1,user_1272,item_88
180.07,30,Grocery,Abandoned Cart Recovery,Push Notification,15,Saturday,50,1,0,1,25,47,0.6268776,1,user_565,item_541
187.95,0,Footwear,Flash Sale,Push Notification,17,Tuesday,15,1,0,1,27,43,0.6246895,1,user_1123,item_391
56.7,70,Sports,Category-Specific,Push Notification,8,Monday,30,0,0,0,31,54,0.7094335,1,user_814,item_609
112.38,20,Books,Flash Sale,Referral,19,Friday,12,0,0,0,17,40,0.31512412,0,user_1481,item_200
62.39,70,Beauty,Abandoned Cart Recovery,On-site Banner,21,Sunday,16,0,0,0,28,50,0.6492961,1,user_209,item_428
64.25,50,Toys,Category-Specific,Referral,13,Wednesday,0,0,1,1,23,47,0.3992357,0,user_1506,item_573
437.55,20,Sports,Abandoned Cart Recovery,Referral,9,Friday,21,2,0,2,28,53,0.46165982,0,user_743,item_654
191.26,20,Grocery,Generic,Email,21,Sunday,30,0,0,0,25,57,0.28404018,0,user_370,item_586
444.86,30,Books,Abandoned Cart Recovery,Social Media,16,Tuesday,15,0,0,0,22,48,0.4624857,0,user_1945,item_892
485.84,10,Books,Generic,On-site Banner,13,Sunday,14,0,0,0,26,51,0.2853147,0,user_446,item_70
265.89,30,Grocery,First-Time Buyer,Push Notification,21,Wednesday,8,1,0,1,25,58,0.40638912,0,user_1575,item_739
307.04,0,Toys,Flash Sale,Push Notification,10,Saturday,1,0,0,0,21,58,0.42723548,0,user_1870,item_89
272.54,0,Beauty,Category-Specific,Email,19,Saturday,56,0,0,0,26,41,0.43338326,0,user_1143,item_764
442.78,30,Footwear,Flash Sale,Referral,14,Friday,55,1,0,1,34,57,0.19156262,0,user_1104,item_457
459.15,30,Books,Generic,On-site Banner,14,Thursday,33,1,0,1,28,64,0.3294894,0,user_1603,item_393
132.11,0,Electronics,Category-Specific,Social Media,9,Friday,51,1,0,1,20,66,0.37747723,0,user_241,item_369
212.39,10,Books,Flash Sale,Email,18,Thursday,51,0,0,0,19,55,0.40380636,0,user_628,item_379
256.13,30,Sports,Flash Sale,Push Notification,8,Saturday,26,0,0,0,29,51,0.40668315,0,user_1629,item_790
291.34,70,Home,Abandoned Cart Recovery,Push Notification,15,Monday,54,1,0,1,20,52,0.8686134,1,user_1353,item_747
248.67,30,Grocery,Abandoned Cart Recovery,Push Notification,19,Thursday,4,0,0,0,25,50,0.36632475,0,user_1732,item_689
337.3,20,Automotive,Abandoned Cart Recovery,Email,17,Wednesday,14,0,0,0,22,62,0.4689967,0,user_403,item_946
213.88,50,Automotive,Flash Sale,On-site Banner,18,Saturday,13,0,0,0,31,50,0.778815,1,user_1089,item_255
298.96,0,Home,Generic,Email,10,Monday,54,1,0,1,27,55,0.35071084,0,user_568,item_746
159.82,20,Home,Generic,Email,11,Saturday,57,0,0,0,27,45,0.47317836,0,user_869,item_485
44.04,10,Electronics,Category-Specific,Push Notification,11,Wednesday,25,0,0,0,19,53,0.24530564,0,user_1980,item_875
139.82,50,Automotive,Abandoned Cart Recovery,Social Media,15,Wednesday,0,0,1,1,21,41,0.23672907,0,user_1810,item_384
493.86,50,Automotive,Flash Sale,Referral,21,Monday,50,0,0,0,32,54,0.18719031,0,user_1009,item_810
180.02,0,Home,Category-Specific,Referral,9,Wednesday,23,0,0,0,28,42,0.4230912,0,user_543,item_65
400.83,30,Electronics,Category-Specific,Referral,18,Wednesday,47,1,0,1,27,58,0.11502863,0,user_869,item_112
125.48,0,Grocery,Abandoned Cart Recovery,Referral,20,Tuesday,44,0,0,0,26,56,0.4446595,0,user_1267,item_936
69.57,20,Electronics,Category-Specific,On-site Banner,11,Saturday,13,1,0,1,22,48,0.42891738,0,user_694,item_548
482.24,30,Sports,Flash Sale,Email,18,Wednesday,0,0,0,0,21,57,0.3596428,0,user_517,item_381
141.84,10,Home,First-Time Buyer,Social Media,12,Wednesday,36,0,0,0,23,46,0.48136592,0,user_1207,item_310
290.99,20,Sports,First-Time Buyer,Social Media,19,Tuesday,5,1,0,1,23,52,0.37376207,0,user_272,item_620
271.76,30,Automotive,Category-Specific,On-site Banner,21,Friday,0,0,0,0,29,48,0.37823677,0,user_1752,item_176
70.29,30,Apparel,Category-Specific,Referral,10,Friday,18,0,0,0,17,64,0.13217044,0,user_1032,item_201
330.16,10,Footwear,First-Time Buyer,On-site Banner,9,Saturday,7,0,0,0,34,51,0.2603412,0,user_1786,item_324
322.49,10,Electronics,Category-Specific,Referral,17,Tuesday,38,0,0,0,28,56,0.3699775,0,user_1909,item_884
141.37,0,Grocery,Generic,Referral,9,Sunday,49,0,0,0,24,58,0.30176175,0,user_1437,item_740
414.69,20,Beauty,First-Time Buyer,Referral,11,Wednesday,47,0,1,1,24,48,0.32687828,0,user_1337,item_278
39.42,0,Beauty,Abandoned Cart Recovery,On-site Banner,19,Tuesday,39,0,0,0,33,51,0.16597432,0,user_214,item_965
464.67,20,Automotive,Generic,Email,15,Thursday,48,1,0,1,28,69,0.23371221,0,user_1050,item_898
332.04,0,Electronics,Category-Specific,Social Media,19,Saturday,15,0,0,0,32,44,0.5291367,1,user_846,item_217
248.91,20,Apparel,Category-Specific,Social Media,10,Tuesday,18,0,0,0,30,51,0.588942,1,user_1215,item_835
203.35,10,Footwear,Generic,Push Notification,13,Friday,19,0,0,0,31,46,0.31360185,0,user_701,item_310
271.22,0,Footwear,Category-Specific,Referral,8,Wednesday,39,0,0,0,35,50,0.31527832,0,user_1775,item_94
243.65,30,Grocery,Generic,Social Media,21,Sunday,11,0,0,0,24,46,0.3755332,0,user_1927,item_605
248.51,70,Home,First-Time Buyer,Email,12,Tuesday,25,1,0,1,30,57,0.6431364,1,user_1818,item_457
498.32,20,Apparel,Category-Specific,Email,18,Sunday,7,1,0,1,23,58,0.3928091,0,user_1676,item_468
374.68,0,Home,Category-Specific,Push Notification,16,Tuesday,18,1,0,1,29,60,0.2990583,0,user_384,item_954
265.14,30,Electronics,Category-Specific,Push Notification,18,Monday,45,0,0,0,30,48,0.27215207,0,user_1073,item_432
246.95,50,Automotive,Generic,Push Notification,17,Thursday,46,0,0,0,23,59,0.7570515,1,user_1688,item_424
462.49,0,Toys,First-Time Buyer,Email,9,Tuesday,17,0,1,1,23,51,0.17784761,0,user_232,item_835
317.08,20,Electronics,Category-Specific,On-site Banner,16,Thursday,46,1,0,1,25,65,0.46481183,0,user_223,item_656
458.17,20,Toys,Flash Sale,On-site Banner,18,Tuesday,36,1,0,1,26,40,0.13183133,0,user_1549,item_128
411.95,10,Books,Category-Specific,Push Notification,15,Saturday,28,0,0,0,19,56,0.31822073,0,user_971,item_101
382.77,20,Footwear,First-Time Buyer,Social Media,13,Saturday,0,0,0,0,16,52,0.298851,0,user_1025,item_19
383.46,10,Home,First-Time Buyer,On-site Banner,13,Saturday,41,0,0,0,23,46,0.2885684,0,user_1676,item_640
150.29,30,Footwear,Flash Sale,Push Notification,10,Saturday,8,1,0,1,25,49,0.50562423,1,user_540,item_850
171.1,30,Electronics,Category-Specific,Email,12,Saturday,14,0,0,0,22,40,0.5873689,1,user_1862,item_507
208.0,70,Apparel,Category-Specific,Push Notification,11,Thursday,22,0,0,0,15,54,0.7842355,1,user_332,item_315
454.47,10,Sports,Category-Specific,Push Notification,15,Monday,3,1,0,1,25,38,0.44351852,0,user_1766,item_726
314.32,10,Toys,Category-Specific,On-site Banner,16,Friday,55,0,1,1,33,49,0.45341837,0,user_56,item_210
497.05,70,Home,Flash Sale,On-site Banner,8,Monday,0,1,0,1,29,54,0.45259807,0,user_1026,item_288
226.7,50,Toys,Category-Specific,Push Notification,10,Tuesday,28,1,0,1,24,51,0.6880104,1,user_176,item_182
253.04,0,Grocery,Flash Sale,Push Notification,11,Tuesday,24,1,0,1,39,49,0.45462826,0,user_1364,item_877
321.23,0,Toys,Abandoned Cart Recovery,Referral,10,Thursday,20,0,0,0,34,49,0.5681909,1,user_63,item_588
487.48,20,Beauty,Flash Sale,Referral,16,Thursday,2,1,0,1,23,47,0.10140715,0,user_996,item_127
235.94,30,Beauty,First-Time Buyer,On-site Banner,19,Thursday,12,1,0,1,22,43,0.3033973,0,user_1817,item_447
294.42,30,Sports,Generic,Email,14,Thursday,5,1,0,1,26,58,0.23882966,0,user_1385,item_341
92.17,20,Toys,First-Time Buyer,On-site Banner,20,Monday,16,0,0,0,22,57,0.23687671,0,user_870,item_724
55.57,70,Grocery,Generic,Push Notification,21,Sunday,54,0,0,0,24,50,0.5088155,1,user_1409,item_304
327.44,30,Home,Generic,Referral,18,Sunday,51,1,0,1,26,45,0.1703451,0,user_1458,item_463
450.87,30,Grocery,First-Time Buyer,Email,12,Monday,10,1,0,1,27,46,0.2772921,0,user_1239,item_396
176.78,50,Books,First-Time Buyer,Referral,18,Saturday,49,0,0,0,22,47,0.8220649,1,user_210,item_547
234.71,10,Automotive,First-Time Buyer,Referral,11,Sunday,40,1,0,1,21,46,0.3669094,0,user_308,item_628
343.39,50,Apparel,Category-Specific,Email,12,Friday,8,1,0,1,23,71,0.24923043,0,user_345,item_990
118.0,50,Toys,Generic,Email,13,Saturday,28,1,0,1,28,37,0.83115417,1,user_1399,item_66
385.78,20,Sports,Generic,Push Notification,10,Saturday,35,1,0,1,29,57,0.30138463,0,user_53,item_986
494.94,10,Beauty,Abandoned Cart Recovery,Email,18,Thursday,13,1,0,1,25,47,0.22153689,0,user_370,item_351
348.54,30,Toys,Generic,Social Media,10,Monday,10,0,1,1,25,47,0.37927112,0,user_173,item_899
44.54,0,Toys,Generic,Social Media,21,Monday,44,1,0,1,24,56,0.08267662,0,user_1694,item_206
149.71,30,Apparel,Category-Specific,On-site Banner,19,Thursday,16,0,0,0,24,55,0.39193314,0,user_1409,item_584
57.4,0,Books,First-Time Buyer,Social Media,16,Saturday,6,0,0,0,34,52,0.15719844,0,user_707,item_699
449.34,10,Footwear,Abandoned Cart Recovery,Push Notification,21,Saturday,1,0,0,0,27,54,0.13432232,0,user_388,item_918
79.38,0,Beauty,Category-Specific,Referral,12,Wednesday,46,0,0,0,23,49,0.28946662,0,user_1189,item_458
346.97,0,Electronics,Category-Specific,Referral,18,Saturday,0,1,0,1,26,53,0.28928798,0,user_181,item_614
262.98,20,Electronics,Category-Specific,Email,14,Monday,17,1,0,1,23,46,0.4611428,0,user_535,item_539
199.69,0,Books,Flash Sale,Referral,9,Thursday,26,0,0,0,31,50,0.52380556,1,user_1100,item_660
428.91,30,Apparel,Category-Specific,Referral,9,Thursday,41,0,0,0,22,49,0.3419259,0,user_1348,item_204
261.99,0,Grocery,Abandoned Cart Recovery,Email,9,Monday,10,0,0,0,25,55,0.18101594,0,user_1711,item_926
32.8,0,Beauty,First-Time Buyer,Email,18,Wednesday,43,0,0,0,32,56,0.21977252,0,user_1709,item_731
399.5,10,Toys,Category-Specific,Referral,9,Tuesday,20,1,0,1,23,54,0.25917438,0,user_1271,item_967
38.37,30,Electronics,Category-Specific,Referral,17,Tuesday,24,0,0,0,26,60,0.24063121,0,user_1385,item_638
330.51,30,Footwear,Category-Specific,On-site Banner,10,Monday,17,1,0,1,29,62,0.25588802,0,user_372,item_779
347.98,10,Toys,Flash Sale,Push Notification,16,Friday,27,0,0,0,22,55,0.41094303,0,user_804,item_16
67.32,30,Footwear,Category-Specific,Referral,20,Sunday,30,0,0,0,40,48,0.050235268,0,user_1725,item_199
117.76,10,Apparel,Category-Specific,Email,20,Sunday,25,1,0,1,17,65,0.44035068,0,user_1805,item_656
199.53,0,Books,Category-Specific,Social Media,14,Thursday,48,0,1,1,25,42,0.45861912,0,user_370,item_843
385.69,10,Home,Category-Specific,Social Media,18,Thursday,26,1,0,1,29,43,0.49898973,0,user_145,item_524
217.71,20,Beauty,First-Time Buyer,Email,17,Wednesday,11,1,0,1,27,41,0.42243177,0,user_1845,item_280
465.75,10,Home,First-Time Buyer,Social Media,16,Tuesday,25,0,0,0,27,41,0.54193485,1,user_984,item_680
43.91,0,Sports,Generic,Referral,17,Saturday,41,1,0,1,26,52,0.3852316,0,user_258,item_15
479.96,10,Footwear,Flash Sale,Referral,11,Friday,39,0,0,0,27,57,0.1673318,0,user_603,item_381
110.2,0,Home,Generic,On-site Banner,21,Tuesday,3,1,0,1,28,46,0.19678092,0,user_736,item_347
461.53,30,Grocery,Abandoned Cart Recovery,Social Media,8,Tuesday,29,1,0,1,27,53,0.3962423,0,user_1297,item_537
